Time (s),Channel 1 (V)
0.764375,-0.059788749
0.765,-0.056157633
0.765625,-0.041963269
0.76625,-0.033380631
0.766875,-0.042293371
0.7675,-0.061109155
0.768125,-0.044934183
0.76875,-0.047244893
0.769375,-0.051536212
0.77,-0.057478039
0.770625,-0.050545908
0.77125,-0.03767195
0.771875,-0.032390327
0.7725,-0.025788297
0.773125,-0.034370935
0.77375,-0.044934183
0.774375,-0.048235197
0.775,-0.055167328
0.775625,-0.041963269
0.77625,-0.039322458
0.776875,-0.029749515
0.7775,-0.031400022
0.778125,-0.039982661
0.77875,-0.037341849
0.779375,-0.031730124
0.78,-0.022817384
0.780625,-0.030409718
0.78125,-0.042953574
0.781875,-0.03767195
0.7825,-0.033380631
0.783125,-0.027768906
0.78375,-0.034701037
0.784375,-0.034370935
0.785,-0.029419413
0.785625,-0.036021443
0.78625,-0.031069921
0.786875,-0.033710733
0.7875,-0.03305053
0.788125,-0.036681646
0.78875,-0.028429109
0.789375,-0.02875921
0.79,-0.041303066
0.790625,-0.058798445
0.79125,-0.067050981
0.791875,-0.062429561
0.7925,-0.046914791
0.793125,-0.041963269
0.79375,-0.042293371
0.794375,-0.0488954
0.795,-0.042623472
0.795625,-0.036351544
0.79625,-0.039322458
0.796875,-0.038662255
0.7975,-0.037341849
0.798125,-0.030739819
0.79875,-0.031069921
0.799375,-0.044934183
0.8,-0.039982661
0.800625,-0.040972965
0.80125,-0.028099007
0.801875,-0.02413779
0.8025,-0.031069921
0.803125,-0.045264284
0.80375,-0.061109155
0.804375,-0.062759662
0.805,-0.06011885
0.805625,-0.062099459
0.80625,-0.050876009
0.806875,-0.047905096
0.8075,-0.048235197
0.808125,-0.056157633
0.80875,-0.052856618
0.809375,-0.048235197
0.81,-0.055167328
0.810625,-0.04658469
0.81125,-0.039982661
0.811875,-0.037011747
0.8125,-0.046914791
0.813125,-0.050215806
0.81375,-0.045924487
0.814375,-0.057147937
0.815,-0.073322909
0.815625,-0.068701489
0.81625,-0.057147937
0.816875,-0.052856618
0.8175,-0.047244893
0.818125,-0.034040834
0.81875,-0.039322458
0.819375,-0.042953574
0.82,-0.053186719
0.820625,-0.049885705
0.82125,-0.040972965
0.821875,-0.052196415
0.8225,-0.063419865
0.823125,-0.063749967
0.82375,-0.065400474
0.824375,-0.064740271
0.825,-0.048565299
0.825625,-0.022157181
0.82625,-0.021166877
0.826875,-0.021827079
0.8275,-0.031069921
0.828125,-0.051206111
0.82875,-0.067050981
0.829375,-0.065730575
0.83,-0.054177024
0.830625,-0.050545908
0.83125,-0.062099459
0.831875,-0.060448952
0.8325,-0.06672088
0.833125,-0.067381083
0.83375,-0.078274431
0.834375,-0.074313214
0.835,-0.066390778
0.835625,-0.06903159
0.83625,-0.069361692
0.836875,-0.063749967
0.8375,-0.049225502
0.838125,-0.045594386
0.83875,-0.054507125
0.839375,-0.040972965
0.84,-0.027438805
0.840625,-0.025128094
0.84125,-0.028429109
0.841875,-0.031069921
0.8425,-0.029749515
0.843125,-0.03767195
0.84375,-0.036681646
0.844375,-0.029749515
0.845,-0.009613325
0.845625,0.00260043
0.84625,0.014153981
0.846875,0.031979461
0.8475,0.049474839
0.848125,0.068290623
0.84875,0.099980364
0.849375,0.108563003
0.85,0.113514525
0.850625,0.118796148
0.85125,0.146854774
0.851875,0.173923094
0.8525,0.192408777
0.853125,0.205282734
0.85375,0.227729635
0.854375,0.245555114
0.855,0.277244856
0.855625,0.307614191
0.85625,0.331051396
0.856875,0.330721294
0.8575,0.34755647
0.858125,0.383207429
0.85875,0.414567069
0.859375,0.434043056
0.86,0.449557825
0.860625,0.474975639
0.86125,0.501713858
0.861875,0.53571431
0.8625,0.556840804
0.863125,0.564433138
0.86375,0.572355573
0.864375,0.577967298
0.865,0.570374964
0.865625,0.556180601
0.86625,0.545617354
0.866875,0.536704614
0.8675,0.527461773
0.868125,0.524820961
0.86875,0.506995481
0.869375,0.485538886
0.87,0.461441478
0.870625,0.450548129
0.87125,0.430742041
0.871875,0.398061995
0.8725,0.374954892
0.873125,0.359770224
0.87375,0.33864373
0.874375,0.310915206
0.875,0.271633131
0.875625,0.241593897
0.87625,0.205612836
0.876875,0.17062208
0.8775,0.128369091
0.878125,0.092057929
0.87875,0.063669202
0.879375,0.035940678
0.88,0.021416214
0.880625,0.014153981
0.88125,-0.007962818
0.881875,-0.017865862
0.8825,-0.025458196
0.883125,-0.047574994
0.88375,-0.072002503
0.884375,-0.083225954
0.885,-0.074973417
0.885625,-0.081905548
0.88625,-0.097420317
0.886875,-0.120857522
0.8875,-0.133401378
0.888125,-0.144294726
0.88875,-0.153867669
0.889375,-0.150236553
0.89,-0.148916147
0.890625,-0.144294726
0.89125,-0.140003407
0.891875,-0.145945234
0.8925,-0.150236553
0.893125,-0.166081423
0.89375,-0.171032946
0.894375,-0.174664062
0.895,-0.164430916
0.895625,-0.155848278
0.89625,-0.158158988
0.896875,-0.164761018
0.8975,-0.169382438
0.898125,-0.171693149
0.89875,-0.162780409
0.899375,-0.154527872
0.9,-0.155848278
0.900625,-0.162450307
0.90125,-0.151556959
0.901875,-0.151226857
0.9025,-0.156178379
0.903125,-0.15848909
0.90375,-0.159809495
0.904375,-0.150236553
0.905,-0.150566654
0.905625,-0.153867669
0.90625,-0.145615132
0.906875,-0.146605437
0.9075,-0.140003407
0.908125,-0.131090667
0.90875,-0.108313666
0.909375,-0.101051433
0.91,-0.107653463
0.910625,-0.112274883
0.91125,-0.125478942
0.911875,-0.135051885
0.9125,-0.14066361
0.913125,-0.145945234
0.91375,-0.141984016
0.914375,-0.133731479
0.915,-0.112604985
0.915625,-0.113265188
0.91625,-0.12712945
0.916875,-0.135712088
0.9175,-0.146605437
0.918125,-0.138022798
0.91875,-0.130430464
0.919375,-0.11821671
0.92,-0.110954477
0.920625,-0.112935086
0.92125,-0.121847826
0.921875,-0.134721783
0.9225,-0.141323813
0.923125,-0.141653914
0.92375,-0.136372291
0.924375,-0.121187623
0.925,-0.124818739
0.925625,-0.12283813
0.92625,-0.120197319
0.926875,-0.117886608
0.9275,-0.103362143
0.928125,-0.096430013
0.92875,-0.091808592
0.929375,-0.097750418
0.93,-0.092138693
0.930625,-0.085206562
0.93125,-0.103362143
0.931875,-0.102371839
0.9325,-0.098410621
0.933125,-0.092138693
0.93375,-0.103692245
0.934375,-0.108973869
0.935,-0.103032042
0.935625,-0.094779505
0.93625,-0.083225954
0.936875,-0.087517273
0.9375,-0.084546359
0.938125,-0.096099911
0.93875,-0.105342752
0.939375,-0.099070824
0.94,-0.103362143
0.940625,-0.095439708
0.94125,-0.067381083
0.941875,-0.066390778
0.9425,-0.071012199
0.943125,-0.090818287
0.94375,-0.092798896
0.944375,-0.097420317
0.945,-0.103032042
0.945625,-0.101381535
0.94625,-0.092138693
0.946875,-0.084876461
0.9475,-0.081905548
0.948125,-0.082235649
0.94875,-0.068041286
0.949375,-0.064080068
0.95,-0.06672088
0.950625,-0.085206562
0.95125,-0.103032042
0.951875,-0.093789201
0.9525,-0.065070373
0.953125,-0.038332153
0.95375,-0.032060225
0.954375,-0.042623472
0.955,-0.050545908
0.955625,-0.062099459
0.95625,-0.064080068
0.956875,-0.071012199
0.9575,-0.07563362
0.958125,-0.082565751
0.95875,-0.084876461
0.959375,-0.091148389
0.96,-0.092798896
0.960625,-0.081245345
0.96125,-0.074643315
0.961875,-0.059458647
0.9625,-0.052856618
0.963125,-0.048565299
0.96375,-0.045264284
0.964375,-0.051206111
0.965,-0.054177024
0.965625,-0.056487734
0.96625,-0.063749967
0.966875,-0.063419865
0.9675,-0.066060677
0.968125,-0.064080068
0.96875,-0.068371387
0.969375,-0.064080068
0.97,-0.058138242
0.970625,-0.053186719
0.97125,-0.05549743
0.971875,-0.056487734
0.9725,-0.060779053
0.973125,-0.063419865
0.97375,-0.082235649
0.974375,-0.081905548
0.975,-0.06441017
0.975625,-0.040642863
0.97625,-0.036351544
0.976875,-0.030409718
0.9775,-0.037341849
0.978125,-0.052196415
0.97875,-0.047244893
0.979375,-0.0488954
0.98,-0.046254589
0.980625,-0.03536124
0.98125,-0.034040834
0.981875,-0.023807688
0.9825,-0.023807688
0.983125,-0.037011747
0.98375,-0.048235197
0.984375,-0.044934183
0.985,-0.035031138
0.985625,-0.037341849
0.98625,-0.034370935
0.986875,-0.030739819
0.9875,-0.0264485
0.988125,-0.028099007
0.98875,-0.02875921
0.989375,-0.021496978
0.99,-0.032390327
0.990625,-0.038002052
0.99125,-0.027768906
0.991875,-0.021166877
0.9925,-0.016875557
0.993125,-0.025458196
0.99375,-0.03305053
0.994375,-0.033710733
0.995,-0.027438805
0.995625,-0.028429109
0.99625,-0.021496978
0.996875,-0.016545456
0.9975,-0.021496978
0.998125,-0.016215354
0.99875,0.000619821
0.999375,0.004581038
1,0.006561647
1.000625,-0.009943426
1.00125,-0.01291434
1.001875,-0.006642412
1.0025,0.008872358
1.003125,0.019435605
1.00375,0.020425909
1.004375,0.019105503
1.005,0.024057025
1.005625,0.025707533
1.00625,0.032969765
1.006875,0.026697837
1.0075,0.027688142
1.008125,0.023396822
1.00875,0.022406518
1.009375,0.012833575
1.01,0.003260633
1.010625,-4.04E-05
1.01125,-0.004661803
1.011875,-0.002681194
1.0125,0.004250937
1.013125,0.022076417
1.01375,0.030989156
1.014375,0.023396822
1.015,0.012173372
1.015625,0.000619821
1.01625,-0.002681194
1.016875,-0.007632716
1.0175,-0.018526065
1.018125,-0.013244441
1.01875,-0.020506674
1.019375,-0.025458196
1.02,-0.036351544
1.020625,-0.034370935
1.02125,-0.030739819
1.021875,-0.03536124
1.0225,-0.031400022
1.023125,-0.028429109
1.02375,-0.03305053
1.024375,-0.034040834
1.025,-0.038332153
1.025625,-0.026118399
1.02625,-0.023477587
1.026875,-0.031069921
1.0275,-0.044604081
1.028125,-0.05549743
1.02875,-0.057478039
1.029375,-0.063419865
1.03,-0.053516821
1.030625,-0.041963269
1.03125,-0.040642863
1.031875,-0.031069921
1.0325,-0.032060225
1.033125,-0.031069921
1.03375,-0.03767195
1.034375,-0.031069921
1.035,-0.0264485
1.035625,-0.032390327
1.03625,-0.042953574
1.036875,-0.053846922
1.0375,-0.052196415
1.038125,-0.050215806
1.03875,-0.048235197
1.039375,-0.041303066
1.04,-0.040972965
1.040625,-0.040972965
1.04125,-0.042623472
1.041875,-0.054507125
1.0425,-0.05549743
1.043125,-0.042953574
1.04375,-0.000370484
1.044375,0.011843271
1.045,-4.04E-05
1.045625,-0.022487282
1.04625,-0.029749515
1.046875,-0.020176572
1.0475,-0.021166877
1.048125,-0.021827079
1.04875,-0.018526065
1.049375,-0.016545456
1.05,-0.00631231
1.050625,-0.001360788
1.05125,0.005901444
1.051875,0.010522865
1.0525,0.004250937
1.053125,0.003590734
1.05375,0.009532561
1.054375,0.013493778
1.055,0.013163677
1.055625,0.009532561
1.05625,0.000289719
1.056875,-0.015885253
1.0575,-0.00631231
1.058125,-0.002351093
1.05875,0.008542256
1.059375,0.019765706
1.06,0.028678446
1.060625,0.029338649
1.06125,0.010852966
1.061875,0.001940227
1.0625,-0.011263832
1.063125,-0.024797993
1.06375,-0.028099007
1.064375,-0.032390327
1.065,-0.021166877
1.065625,-0.010273528
1.06625,-0.013904644
1.066875,-0.017205659
1.0675,-0.025128094
1.068125,-0.022487282
1.06875,-0.014234746
1.069375,-0.009943426
1.07,-0.014234746
1.070625,-0.012254137
1.07125,0.002270328
1.071875,0.025377431
1.0725,0.029998852
1.073125,0.02504733
1.07375,0.01382388
1.074375,-0.000700585
1.075,-0.015885253
1.075625,-0.010603629
1.07625,-0.010933731
1.076875,-0.00631231
1.0775,-0.00631231
1.078125,-0.007302615
1.07875,-0.009613325
1.079375,-0.012584238
1.08,-0.002020991
1.080625,0.016794793
1.08125,-0.000700585
1.081875,-0.009613325
1.0825,-0.005652107
1.083125,-0.00169089
1.08375,-0.013574543
1.084375,-0.019186268
1.085,-0.01291434
1.085625,-0.015885253
1.08625,-0.01753576
1.086875,-0.024797993
1.0875,-0.032720428
1.088125,-0.043613777
1.08875,-0.052526517
1.089375,-0.037011747
1.09,-0.033380631
1.090625,-0.03767195
1.09125,-0.032390327
1.091875,-0.026118399
1.0925,-0.025788297
1.093125,-0.047905096
1.09375,-0.055167328
1.094375,-0.061109155
1.095,-0.070351996
1.095625,-0.072332605
1.09625,-0.068041286
1.096875,-0.061109155
1.0975,-0.065400474
1.098125,-0.072332605
1.09875,-0.071342301
1.099375,-0.06441017
1.1,-0.059128546
1.100625,-0.059458647
1.10125,-0.043943878
1.101875,-0.030739819
1.1025,-0.036351544
1.103125,-0.056157633
1.10375,-0.067711184
1.104375,-0.060448952
1.105,-0.045594386
1.105625,-0.040312762
1.10625,-0.030409718
1.106875,-0.040312762
1.1075,-0.050215806
1.108125,-0.054507125
1.10875,-0.037341849
1.109375,-0.026778602
1.11,-0.024797993
1.110625,-0.025788297
1.11125,-0.032720428
1.111875,-0.021166877
1.1125,-0.010603629
1.113125,-0.010603629
1.11375,-0.008953122
1.114375,-0.016545456
1.115,-0.027108703
1.115625,-0.026778602
1.11625,-0.031730124
1.116875,-0.025458196
1.1175,-0.028429109
1.118125,-0.03536124
1.11875,-0.056157633
1.119375,-0.06011885
1.12,-0.057147937
1.120625,-0.061439256
1.12125,-0.068701489
1.121875,-0.072002503
1.1225,-0.068041286
1.123125,-0.048235197
1.12375,-0.034370935
1.124375,-0.034701037
1.125,-0.040642863
1.125625,-0.048565299
1.12625,-0.076954026
1.126875,-0.078274431
1.1275,-0.051866314
1.128125,-0.027768906
1.12875,-0.025128094
1.129375,-0.040312762
1.13,-0.055167328
1.130625,-0.062099459
1.13125,-0.058798445
1.131875,-0.037341849
1.1325,-0.026118399
1.133125,-0.014564847
1.13375,-0.016215354
1.134375,-0.014234746
1.135,-0.002681194
1.135625,0.009202459
1.13625,0.012833575
1.136875,0.008542256
1.1375,0.007882053
1.138125,0.005571343
1.13875,-0.000700585
1.139375,0.004581038
1.14,-0.004331701
1.140625,-0.014564847
1.14125,-0.010603629
1.141875,-0.001360788
1.1425,0.001940227
1.143125,-0.014894949
1.14375,-0.025128094
1.144375,-0.033710733
1.145,-0.030409718
1.145625,-0.034370935
1.14625,-0.033380631
1.146875,-0.021496978
1.1475,-0.020506674
1.148125,-0.020176572
1.14875,-0.008292919
1.149375,-0.007962818
1.15,-0.019186268
1.150625,-0.036021443
1.15125,-0.037341849
1.151875,-0.031730124
1.1525,-0.027768906
1.153125,-0.037341849
1.15375,-0.041303066
1.154375,-0.029749515
1.155,-0.022157181
1.155625,-0.0264485
1.15625,-0.026778602
1.156875,-0.018195963
1.1575,-0.011263832
1.158125,-0.011593934
1.15875,-0.004991904
1.159375,-0.001360788
1.16,-0.006972513
1.160625,-0.002020991
1.16125,-0.010273528
1.161875,-0.007962818
1.1625,-0.004661803
1.163125,0.010192763
1.16375,0.011843271
1.164375,-4.04E-05
1.165,0.012503474
1.165625,0.032639664
1.16625,0.040562099
1.166875,0.030328953
1.1675,0.010522865
1.168125,0.004581038
1.16875,0.010522865
1.169375,0.0184453
1.17,0.020756011
1.170625,0.014484083
1.17125,0.00260043
1.171875,-0.002020991
1.1725,-0.000370484
1.173125,-0.0040016
1.17375,-0.01291434
1.174375,-0.011263832
1.175,-0.010603629
1.175625,-0.005982209
1.17625,-0.014564847
1.176875,-0.023147485
1.1775,-0.020836775
1.178125,-0.010933731
1.17875,-0.006642412
1.179375,-0.003341397
1.18,-0.002681194
1.180625,-0.005982209
1.18125,-0.013574543
1.181875,-0.015885253
1.1825,-0.016875557
1.183125,-0.011924035
1.18375,-0.008623021
1.184375,-0.001030687
1.185,-0.000700585
1.185625,-0.008623021
1.18625,-0.01753576
1.186875,-0.020836775
1.1875,-0.013244441
1.188125,-0.003011295
1.18875,-0.006972513
1.189375,-0.010933731
1.19,-0.023477587
1.190625,-0.02875921
1.19125,-0.012254137
1.191875,0.00260043
1.1925,0.027027939
1.193125,0.041222302
1.19375,0.037591186
1.194375,0.025377431
1.195,0.008212155
1.195625,-0.00631231
1.19625,-0.008623021
1.196875,-0.007302615
1.1975,-0.006642412
1.198125,-0.007302615
1.19875,-0.000700585
1.199375,-0.003011295
1.2,-0.005982209
1.200625,-0.011924035
1.20125,-0.007632716
1.201875,-0.00169089
1.2025,-0.001360788
1.203125,-0.00631231
1.20375,-0.003341397
1.204375,0.006561647
1.205,0.006891749
1.205625,0.005571343
1.20625,0.014153981
1.206875,0.003920835
1.2075,-0.000700585
1.208125,-0.007962818
1.20875,-0.007962818
1.209375,-0.017205659
1.21,-0.023807688
1.210625,-0.017205659
1.21125,-0.008623021
1.211875,-0.003011295
1.2125,-0.013244441
1.213125,-0.014894949
1.21375,-0.006972513
1.214375,-0.018195963
1.215,-0.026778602
1.215625,-0.017865862
1.21625,-0.008623021
1.216875,-4.04E-05
1.2175,0.001280024
1.218125,0.010192763
1.21875,-0.003011295
1.219375,-0.006972513
1.22,-0.012254137
1.220625,-0.002351093
1.22125,0.01382388
1.221875,0.029998852
1.2225,0.025377431
1.223125,0.005571343
1.22375,-0.011924035
1.224375,-0.003341397
1.225,0.007551952
1.225625,0.009862662
1.22625,-0.004991904
1.226875,-0.01753576
1.2275,-0.005322006
1.228125,0.008872358
1.22875,0.014814184
1.229375,0.020095808
1.23,0.028348345
1.230625,0.026367736
1.23125,0.018115199
1.231875,0.014814184
1.2325,0.00491114
1.233125,-0.000370484
1.23375,-0.007302615
1.234375,-0.004661803
1.235,-0.002020991
1.235625,0.000289719
1.23625,0.013493778
1.236875,0.012503474
1.2375,0.007551952
1.238125,0.002930531
1.23875,-0.009613325
1.239375,-0.009943426
1.24,-0.004331701
1.240625,0.004581038
1.24125,0.009862662
1.241875,-0.003341397
1.2425,-0.027108703
1.243125,-0.0488954
1.24375,-0.050876009
1.244375,-0.044934183
1.245,-0.034701037
1.245625,-0.042953574
1.24625,-0.056157633
1.246875,-0.063089764
1.2475,-0.067381083
1.248125,-0.061769358
1.24875,-0.047574994
1.249375,-0.041303066
1.25,-0.03767195
1.250625,-0.053186719
1.25125,-0.059128546
1.251875,-0.05780814
1.2525,-0.053516821
1.253125,-0.056487734
1.25375,-0.063419865
1.254375,-0.059788749
1.255,-0.059128546
1.255625,-0.056817836
1.25625,-0.036681646
1.256875,-0.033710733
1.2575,-0.042953574
1.258125,-0.053516821
1.25875,-0.042293371
1.259375,-0.044604081
1.26,-0.0488954
1.260625,-0.047574994
1.26125,-0.051206111
1.261875,-0.052196415
1.2625,-0.048235197
1.263125,-0.0488954
1.26375,-0.046254589
1.264375,-0.050876009
1.265,-0.054837227
1.265625,-0.062099459
1.26625,-0.076623924
1.266875,-0.08916778
1.2675,-0.082235649
1.268125,-0.060779053
1.26875,-0.058138242
1.269375,-0.053846922
1.27,-0.05549743
1.270625,-0.053516821
1.27125,-0.067711184
1.271875,-0.05780814
1.2725,-0.04427398
1.273125,-0.047574994
1.27375,-0.06011885
1.274375,-0.065400474
1.275,-0.077284127
1.275625,-0.06903159
1.27625,-0.06903159
1.276875,-0.06011885
1.2775,-0.062429561
1.278125,-0.066390778
1.27875,-0.067381083
1.279375,-0.060448952
1.28,-0.042953574
1.280625,-0.036021443
1.28125,-0.041633168
1.281875,-0.032060225
1.2825,-0.028099007
1.283125,-0.036021443
1.28375,-0.051206111
1.284375,-0.058138242
1.285,-0.058138242
1.285625,-0.052196415
1.28625,-0.040642863
1.286875,-0.041633168
1.2875,-0.045594386
1.288125,-0.04658469
1.28875,-0.046254589
1.289375,-0.035691341
1.29,-0.02875921
1.290625,-0.03767195
1.29125,-0.046914791
1.291875,-0.038332153
1.2925,-0.010273528
1.293125,-0.007302615
1.29375,-0.019186268
1.294375,-0.037011747
1.295,-0.038662255
1.295625,-0.03767195
1.29625,-0.038332153
1.296875,-0.035691341
1.2975,-0.023807688
1.298125,-0.012254137
1.29875,0.002270328
1.299375,0.011183068
1.3,0.017454996
1.300625,-0.004661803
1.30125,-0.021166877
1.301875,-0.038002052
1.3025,-0.030079616
1.303125,-0.021496978
1.30375,-0.013574543
1.304375,-0.011593934
1.305,-0.025788297
1.305625,-0.040312762
1.30625,-0.034370935
1.306875,-0.027108703
1.3075,-0.014564847
1.308125,-0.003341397
1.30875,-0.004661803
1.309375,-0.016545456
1.31,-0.023477587
1.310625,-0.0264485
1.31125,-0.035031138
1.311875,-0.02413779
1.3125,-0.016875557
1.313125,-0.018195963
1.31375,-0.021827079
1.314375,-0.027438805
1.315,-0.025788297
1.315625,-0.016875557
1.31625,-0.008623021
1.316875,-0.014564847
1.3175,-0.018856166
1.318125,-0.005982209
1.31875,-0.00631231
1.319375,-0.00631231
1.32,-0.008623021
1.320625,0.00260043
1.32125,0.002270328
1.321875,-0.011593934
1.3225,-0.003671498
1.323125,0.014484083
1.32375,0.016464691
1.324375,0.003920835
1.325,-0.002351093
1.325625,0.003260633
1.32625,0.014153981
1.326875,0.030989156
1.3275,0.034950374
1.328125,0.019105503
1.32875,0.006891749
1.329375,0.013163677
1.33,0.029338649
1.330625,0.050135042
1.33125,0.057727376
1.331875,0.062348796
1.3325,0.057727376
1.333125,0.053105955
1.33375,0.041882505
1.334375,0.03858149
1.335,0.033629968
1.335625,0.026367736
1.33625,0.022076417
1.336875,0.014153981
1.3375,0.020756011
1.338125,0.028018243
1.33875,0.033299867
1.339375,0.050135042
1.34,0.068620724
1.340625,0.061688593
1.34125,0.045843723
1.341875,0.049144737
1.3425,0.057727376
1.343125,0.053436057
1.34375,0.054756462
1.344375,0.046834027
1.345,0.052115651
1.345625,0.051455448
1.34625,0.049474839
1.346875,0.061358492
1.3475,0.067300318
1.348125,0.067300318
1.34875,0.060368188
1.349375,0.057067173
1.35,0.064989608
1.350625,0.053436057
1.35125,0.05409626
1.351875,0.066970217
1.3525,0.075882957
1.353125,0.082484986
1.35375,0.080504377
1.354375,0.073572246
1.355,0.073902348
1.355625,0.080504377
1.35625,0.083805392
1.356875,0.074232449
1.3575,0.073572246
1.358125,0.059707985
1.35875,0.059047782
1.359375,0.048814636
1.36,0.041552404
1.360625,0.046503926
1.36125,0.052775854
1.361875,0.055086564
1.3625,0.048484534
1.363125,0.053436057
1.36375,0.053105955
1.364375,0.04518352
1.365,0.039901896
1.365625,0.049144737
1.36625,0.056076868
1.366875,0.042212606
1.3675,0.024717228
1.368125,0.040231998
1.36875,0.044523317
1.369375,0.045843723
1.37,0.043202911
1.370625,0.042542708
1.37125,0.039901896
1.371875,0.03396007
1.3725,0.027688142
1.373125,0.026367736
1.37375,0.024387127
1.374375,0.026367736
1.375,0.015144286
1.375625,0.009862662
1.37625,0.006561647
1.376875,0.015804489
1.3775,0.028018243
1.378125,0.026697837
1.37875,0.017454996
1.379375,0.016464691
1.38,0.026697837
1.380625,0.031319258
1.38125,0.026367736
1.381875,0.034620273
1.3825,0.016464691
1.383125,0.003260633
1.38375,-0.009283223
1.384375,-0.002681194
1.385,0.013163677
1.385625,0.013493778
1.38625,0.018775402
1.386875,0.016794793
1.3875,0.006561647
1.388125,-4.04E-05
1.38875,-0.004331701
1.389375,-0.005322006
1.39,-0.008623021
1.390625,-0.018856166
1.39125,-0.02875921
1.391875,-0.024797993
1.3925,-0.012254137
1.393125,-0.003671498
1.39375,-0.004661803
1.394375,-0.00631231
1.395,0.008212155
1.395625,0.013493778
1.39625,0.001280024
1.396875,0.007551952
1.3975,0.002930531
1.398125,-0.014894949
1.39875,-0.011263832
1.399375,-0.008953122
1.4,0.000949922
1.400625,0.010192763
1.40125,0.029338649
1.401875,0.041882505
1.4025,0.045843723
1.403125,0.06102839
1.40375,0.060698289
1.404375,0.047164129
1.405,0.028018243
1.405625,0.013493778
1.40625,0.023726924
1.406875,0.033629968
1.4075,0.048154433
1.408125,0.050135042
1.40875,0.04749423
1.409375,0.040892201
1.41,0.044523317
1.410625,0.053105955
1.41125,0.047164129
1.411875,0.030989156
1.4125,0.031649359
1.413125,0.044523317
1.41375,0.050795245
1.414375,0.037591186
1.415,0.032969765
1.415625,0.041552404
1.41625,0.044853418
1.416875,0.043533012
1.4175,0.040231998
1.418125,0.044523317
1.41875,0.03627078
1.419375,0.03858149
1.42,0.039571795
1.420625,0.048154433
1.42125,0.047164129
1.421875,0.043202911
1.4225,0.036930983
1.423125,0.03858149
1.42375,0.051125346
1.424375,0.060368188
1.425,0.052115651
1.425625,0.057397274
1.42625,0.047824332
1.426875,0.034290171
1.4275,0.029998852
1.428125,0.026697837
1.42875,0.026697837
1.429375,0.028348345
1.43,0.030659055
1.430625,0.026367736
1.43125,0.017124894
1.431875,0.021416214
1.4325,0.02273662
1.433125,0.014814184
1.43375,-0.010603629
1.434375,-0.030409718
1.435,-0.030739819
1.435625,-0.032390327
1.43625,-0.027768906
1.436875,-0.0264485
1.4375,-0.02875921
1.438125,-0.02413779
1.43875,-0.016215354
1.439375,-0.007962818
1.44,-0.01753576
1.440625,-0.02875921
1.44125,-0.02413779
1.441875,-0.007632716
1.4425,0.0184453
1.443125,0.017454996
1.44375,0.009532561
1.444375,0.012173372
1.445,0.024717228
1.445625,0.028348345
1.44625,0.03396007
1.446875,0.039241693
1.4475,0.047824332
1.448125,0.054756462
1.44875,0.069280927
1.449375,0.084795697
1.45,0.109883409
1.450625,0.112854322
1.45125,0.126718584
1.451875,0.135301222
1.4525,0.141903252
1.453125,0.158738427
1.45375,0.182835834
1.454375,0.214525576
1.455,0.233011258
1.455625,0.2422541
1.45625,0.261069884
1.456875,0.271633131
1.4575,0.286487697
1.458125,0.302332568
1.45875,0.319497844
1.459375,0.326099874
1.46,0.338313628
1.460625,0.363071239
1.46125,0.383867632
1.461875,0.410605851
1.4625,0.431072143
1.463125,0.456489956
1.46375,0.473325131
1.464375,0.483558277
1.465,0.507985786
1.465625,0.529442382
1.46625,0.548918369
1.466875,0.558491311
1.4675,0.545287252
1.468125,0.541986238
1.46875,0.53571431
1.469375,0.541986238
1.47,0.547267861
1.470625,0.558821413
1.47125,0.56047192
1.471875,0.544957151
1.4725,0.530432686
1.473125,0.50897609
1.47375,0.473655233
1.474375,0.457810362
1.475,0.442955796
1.475625,0.435363462
1.47625,0.402683416
1.476875,0.374294689
1.4775,0.350197281
1.478125,0.322468758
1.47875,0.285497393
1.479375,0.242584201
1.48,0.211224561
1.480625,0.18646695
1.48125,0.159728731
1.481875,0.132000207
1.4825,0.096349248
1.483125,0.079514073
1.48375,0.071261536
1.484375,0.049474839
1.485,0.020425909
1.485625,-0.00169089
1.48625,-0.013244441
1.486875,-0.024467891
1.4875,-0.027108703
1.488125,-0.036351544
1.48875,-0.056817836
1.489375,-0.065730575
1.49,-0.075303518
1.490625,-0.089497882
1.49125,-0.101711636
1.491875,-0.116236101
1.4925,-0.108313666
1.493125,-0.098410621
1.49375,-0.08916778
1.494375,-0.087517273
1.495,-0.084876461
1.495625,-0.088507577
1.49625,-0.082895852
1.496875,-0.074973417
1.4975,-0.071342301
1.498125,-0.068371387
1.49875,-0.066390778
1.499375,-0.074973417
1.5,-0.083225954
1.500625,-0.090158085
1.50125,-0.089827983
1.501875,-0.097750418
1.5025,-0.105012651
1.503125,-0.109634071
1.50375,-0.107983564
1.504375,-0.103692245
1.505,-0.109964173
1.505625,-0.115245797
1.50625,-0.114255492
1.506875,-0.114585594
1.5075,-0.11161468
1.508125,-0.117886608
1.50875,-0.112274883
1.509375,-0.113265188
1.51,-0.118876913
1.510625,-0.123498333
1.51125,-0.129770261
1.511875,-0.1383529
1.5125,-0.134391682
1.513125,-0.116896304
1.51375,-0.108313666
1.514375,-0.121187623
1.515,-0.121187623
1.515625,-0.12283813
1.51625,-0.12283813
1.516875,-0.115575898
1.5175,-0.128449855
1.518125,-0.127459551
1.51875,-0.129110058
1.519375,-0.127459551
1.52,-0.119207014
