Time (s),Channel 1 (V)
0.130625,0.06763042
0.13125,0.074562551
0.131875,0.080174276
0.1325,0.080834479
0.133125,0.076213058
0.13375,0.072581942
0.134375,0.07885387
0.135,0.074562551
0.135625,0.071261536
0.13625,0.071591638
0.136875,0.06994113
0.1375,0.067300318
0.138125,0.070271232
0.13875,0.078193667
0.139375,0.083805392
0.14,0.080174276
0.140625,0.076213058
0.14125,0.074232449
0.141875,0.077863566
0.1425,0.068620724
0.143125,0.057727376
0.14375,0.060698289
0.144375,0.052775854
0.145,0.042542708
0.145625,0.030328953
0.14625,0.035940678
0.146875,0.044193215
0.1475,0.039571795
0.148125,0.040892201
0.14875,0.042212606
0.149375,0.042872809
0.15,0.047824332
0.150625,0.050135042
0.15125,0.04749423
0.151875,0.029998852
0.1525,0.024387127
0.153125,0.014484083
0.15375,0.005901444
0.154375,0.015474387
0.155,0.026367736
0.155625,0.037261084
0.15625,0.03858149
0.156875,0.046173824
0.1575,0.045513621
0.158125,0.042212606
0.15875,0.048814636
0.159375,0.042542708
0.16,0.039241693
0.160625,0.036930983
0.16125,0.033299867
0.161875,0.032969765
0.1625,0.040892201
0.163125,0.048484534
0.16375,0.041222302
0.164375,0.032969765
0.165,0.035280476
0.165625,0.029998852
0.16625,0.024387127
0.166875,0.016794793
0.1675,0.028018243
0.168125,0.037261084
0.16875,0.027688142
0.169375,0.024387127
0.17,0.026037634
0.170625,0.030659055
0.17125,0.02735804
0.171875,0.012173372
0.1725,0.015474387
0.173125,0.010522865
0.17375,-0.004661803
0.174375,-0.014894949
0.175,-0.015885253
0.175625,-0.021827079
0.17625,-0.042623472
0.176875,-0.038332153
0.1775,-0.035691341
0.178125,-0.040642863
0.17875,-0.041633168
0.179375,-0.04427398
0.18,-0.045264284
0.180625,-0.059788749
0.18125,-0.060779053
0.181875,-0.056487734
0.1825,-0.045264284
0.183125,-0.035691341
0.18375,-0.040312762
0.184375,-0.042953574
0.185,-0.044604081
0.185625,-0.053846922
0.18625,-0.058468343
0.186875,-0.047574994
0.1875,-0.038002052
0.188125,-0.037011747
0.18875,-0.037011747
0.189375,-0.036021443
0.19,-0.037341849
0.190625,-0.021496978
0.19125,-0.009283223
0.191875,-0.003011295
0.1925,0.000949922
0.193125,0.009532561
0.19375,0.018115199
0.194375,0.017124894
0.195,0.021416214
0.195625,0.017454996
0.19625,0.014153981
0.196875,0.011843271
0.1975,0.020095808
0.198125,0.035940678
0.19875,0.031979461
0.199375,0.033299867
0.2,0.024057025
0.200625,0.009862662
0.20125,0.012503474
0.201875,0.024387127
0.2025,0.025707533
0.203125,0.025377431
0.20375,0.019435605
0.204375,0.012173372
0.205,0.009532561
0.205625,0.011513169
0.20625,0.008212155
0.206875,-0.001030687
0.2075,-0.003011295
0.208125,-0.014894949
0.20875,-0.020506674
0.209375,-0.029749515
0.21,-0.035031138
0.210625,-0.036351544
0.21125,-0.030079616
0.211875,-0.039322458
0.2125,-0.04427398
0.213125,-0.025788297
0.21375,-0.026118399
0.214375,-0.032390327
0.215,-0.033710733
0.215625,-0.045924487
0.21625,-0.035031138
0.216875,-0.035691341
0.2175,-0.031069921
0.218125,-0.032390327
0.21875,-0.035031138
0.219375,-0.02875921
0.22,-0.023147485
0.220625,-0.010933731
0.22125,-0.00631231
0.221875,-0.013244441
0.2225,-0.021166877
0.223125,-0.036021443
0.22375,-0.03536124
0.224375,-0.021496978
0.225,-0.012584238
0.225625,-0.003341397
0.22625,-0.005652107
0.226875,-0.012584238
0.2275,-0.02413779
0.228125,-0.036021443
0.22875,-0.032720428
0.229375,-0.018195963
0.23,0.017785097
0.230625,0.02735804
0.23125,0.025707533
0.231875,0.025377431
0.2325,0.012833575
0.233125,-4.04E-05
0.23375,-0.014234746
0.234375,-0.021496978
0.235,-0.030409718
0.235625,-0.022817384
0.23625,-0.00631231
0.236875,0.000619821
0.2375,-0.014894949
0.238125,-0.030409718
0.23875,-0.038662255
0.239375,-0.044604081
0.24,-0.041633168
0.240625,-0.034040834
0.24125,-0.032060225
0.241875,-0.022817384
0.2425,-0.030079616
0.243125,-0.03536124
0.24375,-0.025788297
0.244375,-0.031400022
0.245,-0.040972965
0.245625,-0.048235197
0.24625,-0.052526517
0.246875,-0.064080068
0.2475,-0.072992808
0.248125,-0.067711184
0.24875,-0.078604533
0.249375,-0.094779505
0.25,-0.105012651
0.250625,-0.087517273
0.25125,-0.058138242
0.251875,-0.051536212
0.2525,-0.040972965
0.253125,-0.039652559
0.25375,-0.054177024
0.254375,-0.063419865
0.255,-0.070682098
0.255625,-0.066060677
0.25625,-0.058138242
0.256875,-0.06011885
0.2575,-0.072332605
0.258125,-0.084546359
0.25875,-0.072992808
0.259375,-0.067050981
0.26,-0.066390778
0.260625,-0.070682098
0.26125,-0.063419865
0.261875,-0.040312762
0.2625,-0.020176572
0.263125,-0.000700585
0.26375,0.021416214
0.264375,0.018775402
0.265,0.006231546
0.265625,0.013163677
0.26625,0.03396007
0.266875,0.030989156
0.2675,0.057067173
0.268125,0.081494682
0.26875,0.117475742
0.269375,0.147184875
0.27,0.169301674
0.270625,0.203632227
0.27125,0.22442862
0.271875,0.236972476
0.2725,0.243904607
0.273125,0.253807651
0.27375,0.274934145
0.274375,0.31190551
0.275,0.348216673
0.275625,0.369013065
0.27625,0.378586008
0.276875,0.400702807
0.2775,0.429421635
0.278125,0.440975187
0.27875,0.45516955
0.279375,0.472664928
0.28,0.483558277
0.280625,0.489500103
0.28125,0.501053655
0.281875,0.503364365
0.2825,0.482237871
0.283125,0.465402696
0.28375,0.458800666
0.284375,0.462761884
0.285,0.46408229
0.285625,0.467713406
0.28625,0.47299503
0.286875,0.478936856
0.2875,0.459130768
0.288125,0.404333923
0.28875,0.360430427
0.289375,0.345575861
0.29,0.327750381
0.290625,0.30497338
0.29125,0.286487697
0.291875,0.286157596
0.2925,0.264701
0.293125,0.23796278
0.29375,0.210564358
0.294375,0.175903703
0.295,0.15048589
0.295625,0.114834931
0.29625,0.073572246
0.296875,0.064989608
0.2975,0.06102839
0.298125,0.059377883
0.29875,0.040562099
0.299375,0.015804489
0.3,-0.014564847
0.300625,-0.033710733
0.30125,-0.034040834
0.301875,-0.027768906
0.3025,-0.030079616
0.303125,-0.052196415
0.30375,-0.072332605
0.304375,-0.081245345
0.305,-0.098410621
0.305625,-0.115245797
0.30625,-0.138022798
0.306875,-0.128779957
0.3075,-0.103692245
0.308125,-0.109964173
0.30875,-0.107983564
0.309375,-0.12283813
0.31,-0.122508029
0.310625,-0.117226405
0.31125,-0.117226405
0.311875,-0.119537116
0.3125,-0.12052742
0.313125,-0.113595289
0.31375,-0.120857522
0.314375,-0.133071276
0.315,-0.113925391
0.315625,-0.110954477
0.31625,-0.120857522
0.316875,-0.132080972
0.3175,-0.128779957
0.318125,-0.135381986
0.31875,-0.1383529
0.319375,-0.130430464
0.32,-0.111944782
0.320625,-0.093459099
0.32125,-0.101051433
0.321875,-0.119867217
0.3225,-0.12283813
0.323125,-0.122508029
0.32375,-0.133401378
0.324375,-0.14066361
0.325,-0.141653914
0.325625,-0.139343204
0.32625,-0.135712088
0.326875,-0.136372291
0.3275,-0.1383529
0.328125,-0.122508029
0.32875,-0.124488638
0.329375,-0.139013103
0.33,-0.155188075
0.330625,-0.164100815
0.33125,-0.157828887
0.331875,-0.157498785
0.3325,-0.173013554
0.333125,-0.182256396
0.33375,-0.187207918
0.334375,-0.169052337
0.335,-0.144954929
0.335625,-0.12944016
0.33625,-0.130430464
0.336875,-0.150236553
0.3375,-0.174994163
0.338125,-0.184567106
0.33875,-0.17202325
0.339375,-0.149906451
0.34,-0.134391682
0.340625,-0.117226405
0.34125,-0.105672854
0.341875,-0.103692245
0.3425,-0.119537116
0.343125,-0.131090667
0.34375,-0.129770261
0.344375,-0.125809044
0.345,-0.110294274
0.345625,-0.106002955
0.34625,-0.108973869
0.346875,-0.097420317
0.3475,-0.079924939
0.348125,-0.065070373
0.34875,-0.062099459
0.349375,-0.06672088
0.35,-0.075963721
0.350625,-0.082565751
0.35125,-0.076293823
0.351875,-0.072332605
0.3525,-0.068371387
0.353125,-0.07563362
0.35375,-0.072662706
0.354375,-0.080915243
0.355,-0.092468795
0.355625,-0.096430013
0.35625,-0.094779505
0.356875,-0.08916778
0.3575,-0.080585142
0.358125,-0.082565751
0.35875,-0.094779505
0.359375,-0.110954477
0.36,-0.109634071
0.360625,-0.110624376
0.36125,-0.109964173
0.361875,-0.109964173
0.3625,-0.107653463
0.363125,-0.105342752
0.36375,-0.110954477
0.364375,-0.114255492
0.365,-0.115905999
0.365625,-0.116236101
0.36625,-0.116566202
0.366875,-0.133071276
0.3675,-0.138683001
0.368125,-0.137692697
0.36875,-0.135381986
0.369375,-0.134391682
0.37,-0.110294274
0.370625,-0.096430013
0.37125,-0.100721332
0.371875,-0.091808592
0.3725,-0.078604533
0.373125,-0.072002503
0.37375,-0.062429561
0.374375,-0.068041286
0.375,-0.081575446
0.375625,-0.092138693
0.37625,-0.098410621
0.376875,-0.081575446
0.3775,-0.054837227
0.378125,-0.024797993
0.37875,-0.010603629
0.379375,-0.008623021
0.38,-0.008292919
0.380625,-0.015885253
0.38125,-0.018526065
0.381875,-0.010603629
0.3825,-0.007632716
0.383125,-0.009613325
0.38375,-0.015555151
0.384375,-0.013574543
0.385,-0.019846471
0.385625,-0.019846471
0.38625,-0.017865862
0.386875,-0.016545456
0.3875,-0.028429109
0.388125,-0.053186719
0.38875,-0.059788749
0.389375,-0.058798445
0.39,-0.062429561
0.390625,-0.054177024
0.39125,-0.06441017
0.391875,-0.070021895
0.3925,-0.079594837
0.393125,-0.078934634
0.39375,-0.060779053
0.394375,-0.054177024
0.395,-0.036021443
0.395625,-0.029419413
0.39625,-0.039982661
0.396875,-0.048235197
0.3975,-0.050876009
0.398125,-0.045594386
0.39875,-0.042293371
0.399375,-0.04427398
0.4,-0.051206111
0.400625,-0.04427398
0.40125,-0.020176572
0.401875,-0.007632716
0.4025,-4.04E-05
0.403125,0.000289719
0.40375,-0.004991904
0.404375,-0.009283223
0.405,-0.012254137
0.405625,-0.010273528
0.40625,0.000949922
0.406875,0.017785097
0.4075,0.021746315
0.408125,0.005241241
0.40875,-0.012584238
0.409375,-0.021496978
0.41,-0.0264485
0.410625,-0.02875921
0.41125,-0.034370935
0.411875,-0.036681646
0.4125,-0.028429109
0.413125,-0.019186268
0.41375,-0.024467891
0.414375,-0.042953574
0.415,-0.056817836
0.415625,-0.064080068
0.41625,-0.058798445
0.416875,-0.053186719
0.4175,-0.047574994
0.418125,-0.034040834
0.41875,-0.026778602
0.419375,-0.024797993
0.42,-0.024797993
0.420625,-0.028429109
0.42125,-0.040642863
0.421875,-0.049225502
0.4225,-0.041633168
0.423125,-0.038332153
0.42375,-0.031730124
0.424375,-0.030739819
0.425,-0.023807688
0.425625,-0.017205659
0.42625,-4.04E-05
0.426875,-0.012254137
0.4275,-0.013244441
0.428125,-0.010603629
0.42875,-4.04E-05
0.429375,0.008542256
0.43,-0.000700585
0.430625,-0.015555151
0.43125,-0.034040834
0.431875,-0.040642863
0.4325,-0.042623472
0.433125,-0.040972965
0.43375,-0.036351544
0.434375,-0.038662255
0.435,-0.041303066
0.435625,-0.051866314
0.43625,-0.059128546
0.436875,-0.062099459
0.4375,-0.055167328
0.438125,-0.060779053
0.43875,-0.068371387
0.439375,-0.061439256
0.44,-0.065070373
0.440625,-0.072662706
0.44125,-0.082235649
0.441875,-0.086526968
0.4425,-0.077614229
0.443125,-0.072662706
0.44375,-0.062099459
0.444375,-0.058468343
0.445,-0.05780814
0.445625,-0.062759662
0.44625,-0.054177024
0.446875,-0.052856618
0.4475,-0.05549743
0.448125,-0.064740271
0.44875,-0.063749967
0.449375,-0.062759662
0.45,-0.061769358
0.450625,-0.06903159
0.45125,-0.06011885
0.451875,-0.042953574
0.4525,-0.036351544
0.453125,-0.030739819
0.45375,-0.016875557
0.454375,-0.020176572
0.455,-0.044934183
0.455625,-0.05549743
0.45625,-0.040642863
0.456875,-0.040972965
0.4575,-0.036681646
0.458125,-0.031069921
0.45875,-0.017865862
0.459375,-0.029749515
0.46,-0.044604081
0.460625,-0.045264284
0.46125,-0.043613777
0.461875,-0.026778602
0.4625,-0.022817384
0.463125,-0.041633168
0.46375,-0.042953574
0.464375,-0.030739819
0.465,-0.008623021
0.465625,0.007551952
0.46625,0.006891749
0.466875,-0.008953122
0.4675,-0.01753576
0.468125,-0.017205659
0.46875,-0.024797993
0.469375,-0.019516369
0.47,-0.010603629
0.470625,-4.04E-05
0.47125,0.001610125
0.471875,-0.005982209
0.4725,-0.011924035
0.473125,-0.017205659
0.47375,-0.023807688
0.474375,-0.022487282
0.475,-0.019846471
0.475625,-0.010933731
0.47625,-0.009613325
0.476875,0.000289719
0.4775,0.003920835
0.478125,-0.002351093
0.47875,-0.000700585
0.479375,0.005571343
0.48,0.017785097
0.480625,0.028678446
0.48125,0.020425909
0.481875,0.009862662
0.4825,0.001940227
0.483125,-0.000370484
0.48375,-0.004991904
0.484375,-0.003341397
0.485,-0.002681194
0.485625,-0.000700585
0.48625,0.010852966
0.486875,0.022406518
0.4875,0.017785097
0.488125,0.010522865
0.48875,0.004250937
0.489375,0.010522865
0.49,0.005901444
0.490625,-0.002351093
0.49125,-0.016875557
0.491875,-0.018526065
0.4925,-0.000700585
0.493125,0.016794793
0.49375,0.02504733
0.494375,0.0184453
0.495,0.01613459
0.495625,0.011843271
0.49625,0.008212155
0.496875,0.004581038
0.4975,-0.008292919
0.498125,-0.018526065
0.49875,-0.022157181
0.499375,-0.027768906
0.5,-0.015555151
0.500625,-0.012584238
0.50125,-0.004331701
0.501875,0.000289719
0.5025,0.003920835
0.503125,0.003590734
0.50375,0.006891749
0.504375,0.00491114
0.505,0.001610125
0.505625,-0.002681194
0.50625,-0.008953122
0.506875,-0.02413779
0.5075,-0.025128094
0.508125,-0.017205659
0.50875,-0.006972513
0.509375,-0.011593934
0.51,-0.026118399
0.510625,-0.042623472
0.51125,-0.063089764
0.511875,-0.061109155
0.5125,-0.044604081
0.513125,-0.009613325
0.51375,0.005241241
0.514375,0.00260043
0.515,0.018775402
0.515625,0.020095808
0.51625,-0.000700585
0.516875,-0.018526065
0.5175,-0.030739819
0.518125,-0.021166877
0.51875,-0.011593934
0.519375,-0.011593934
0.52,-0.025458196
0.520625,-0.022157181
0.52125,-0.020836775
0.521875,-0.028099007
0.5225,-0.027438805
0.523125,-0.015885253
0.52375,-0.020176572
0.524375,-0.006642412
0.525,0.00260043
0.525625,0.006231546
0.52625,0.00260043
0.526875,-0.002351093
0.5275,-0.012254137
0.528125,-0.020836775
0.52875,-0.026778602
0.529375,-0.027108703
0.53,-0.026118399
0.530625,-0.02413779
0.53125,-0.025788297
0.531875,-0.016545456
0.5325,-0.003011295
0.533125,0.001280024
0.53375,-0.002681194
0.534375,0.004250937
0.535,0.008542256
0.535625,0.007882053
0.53625,0.00491114
0.536875,-0.001030687
0.5375,-0.001360788
0.538125,-0.004331701
0.53875,-0.00169089
0.539375,0.01613459
0.54,0.021416214
0.540625,0.021746315
0.54125,0.028018243
0.541875,0.035280476
0.5425,0.04518352
0.543125,0.037591186
0.54375,0.033299867
0.544375,0.029998852
0.545,0.031319258
0.545625,0.024057025
0.54625,0.026697837
0.546875,0.025707533
0.5475,0.010852966
0.548125,-0.0040016
0.54875,-0.00169089
0.549375,0.00722185
0.55,0.01382388
0.550625,0.014153981
0.55125,0.020095808
0.551875,0.021746315
0.5525,0.023066721
0.553125,0.01613459
0.55375,0.008542256
0.554375,-4.04E-05
0.555,-0.012584238
0.555625,-0.017865862
0.55625,-0.016875557
0.556875,-0.022817384
0.5575,-0.017865862
0.558125,-0.018526065
0.55875,-0.010273528
0.559375,-0.013904644
0.56,-0.025788297
0.560625,-0.009283223
0.56125,0.019435605
0.561875,0.032639664
0.5625,0.024387127
0.563125,0.015474387
0.56375,0.011513169
0.564375,0.006231546
0.565,0.003920835
0.565625,0.012173372
0.56625,0.006561647
0.566875,-0.003011295
0.5675,-0.010273528
0.568125,0.008872358
0.56875,0.023396822
0.569375,0.029008548
0.57,0.020756011
0.570625,0.012503474
0.57125,-0.006642412
0.571875,-0.019846471
0.5725,-0.017865862
0.573125,-0.009943426
0.57375,0.000619821
0.574375,-0.003011295
0.575,-0.003671498
0.575625,0.011513169
0.57625,0.019105503
0.576875,0.029998852
0.5775,0.023726924
0.578125,0.013163677
0.57875,0.006561647
0.579375,0.002270328
0.58,0.003920835
0.580625,0.000949922
0.58125,-0.000700585
0.581875,0.002270328
0.5825,-0.00631231
0.583125,-0.009943426
0.58375,-0.008292919
0.584375,-0.006642412
0.585,-0.002681194
0.585625,0.000949922
0.58625,0.00722185
0.586875,0.018775402
0.5875,0.025377431
0.588125,0.034290171
0.58875,0.041882505
0.589375,0.037261084
0.59,0.025707533
0.590625,0.012503474
0.59125,0.004581038
0.591875,0.014814184
0.5925,0.024057025
0.593125,0.014814184
0.59375,0.006561647
0.594375,-0.010273528
0.595,-0.015555151
0.595625,-0.011593934
0.59625,-0.004331701
0.596875,0.006561647
0.5975,0.013493778
0.598125,0.015144286
0.59875,0.015144286
0.599375,0.007882053
0.6,0.005571343
0.600625,-0.005322006
0.60125,0.006891749
0.601875,0.01613459
0.6025,0.027688142
0.603125,0.027688142
0.60375,0.016794793
0.604375,0.013493778
0.605,0.010522865
0.605625,0.008212155
0.60625,0.015804489
0.606875,0.012503474
0.6075,0.014153981
0.608125,0.028678446
0.60875,0.050135042
0.609375,0.057397274
0.61,0.038911592
0.610625,0.029338649
0.61125,0.023066721
0.611875,0.027027939
0.6125,0.028018243
0.613125,0.039241693
0.61375,0.048484534
0.614375,0.042542708
0.615,0.044523317
0.615625,0.042212606
0.61625,0.034620273
0.616875,0.021416214
0.6175,0.009862662
0.618125,0.023726924
0.61875,0.032309562
0.619375,0.020095808
0.62,0.013493778
0.620625,0.016464691
0.62125,0.030328953
0.621875,0.034290171
0.6225,0.024387127
0.623125,0.019435605
0.62375,0.009862662
0.624375,0.015144286
0.625,0.02966875
0.625625,0.03858149
0.62625,0.023726924
0.626875,0.019435605
0.6275,0.013163677
0.628125,0.007882053
0.62875,0.009532561
0.629375,0.014484083
0.63,0.024057025
0.630625,0.026037634
0.63125,0.016794793
0.631875,0.02273662
0.6325,0.032969765
0.633125,0.045843723
0.63375,0.031979461
0.634375,0.013493778
0.635,0.011513169
0.635625,0.01613459
0.63625,0.028018243
0.636875,0.034290171
0.6375,0.039901896
0.638125,0.02273662
0.63875,0.009532561
0.639375,0.017124894
0.64,0.014484083
0.640625,0.012173372
0.64125,0.011513169
0.641875,0.010522865
0.6425,0.009532561
0.643125,0.005571343
0.64375,0.008872358
0.644375,0.002930531
0.645,0.004250937
0.645625,0.000619821
0.64625,0.003920835
0.646875,0.008212155
0.6475,-0.004331701
0.648125,-0.014894949
0.64875,0.001280024
0.649375,0.022076417
0.65,0.033299867
0.650625,0.023726924
0.65125,0.025377431
0.651875,0.025707533
0.6525,0.021746315
0.653125,0.020756011
0.65375,0.022076417
0.654375,0.022076417
0.655,0.010522865
0.655625,0.003920835
0.65625,0.008542256
0.656875,-0.000700585
0.6575,-0.004661803
0.658125,-0.009283223
0.65875,-0.007302615
0.659375,-0.013904644
0.66,-0.014894949
0.660625,-0.006972513
0.66125,-0.006972513
0.661875,-0.016545456
0.6625,-0.024797993
0.663125,-0.01522505
0.66375,-0.015555151
0.664375,-0.020176572
0.665,-0.0264485
0.665625,-0.038992356
0.66625,-0.050215806
0.666875,-0.044604081
0.6675,-0.041963269
0.668125,-0.03305053
0.66875,-0.038662255
0.669375,-0.038002052
0.67,-0.032390327
0.670625,-0.030739819
0.67125,-0.045924487
0.671875,-0.064740271
0.6725,-0.065400474
0.673125,-0.053516821
0.67375,-0.053186719
0.674375,-0.04658469
0.675,-0.031069921
0.675625,-0.010273528
0.67625,-0.014564847
0.676875,-0.022157181
0.6775,-0.019516369
0.678125,-0.017865862
0.67875,-0.015555151
0.679375,-0.008292919
0.68,0.001280024
0.680625,0.010192763
0.68125,0.008872358
0.681875,0.012173372
0.6825,0.014153981
0.683125,0.013493778
0.68375,0.005901444
0.684375,0.007551952
0.685,0.013493778
0.685625,0.012833575
0.68625,0.010522865
0.686875,0.003590734
0.6875,0.008872358
0.688125,0.012173372
0.68875,0.014484083
0.689375,0.018115199
0.69,0.000949922
0.690625,-0.011593934
0.69125,-0.012584238
0.691875,-0.007632716
0.6925,-0.000700585
0.693125,-0.000370484
0.69375,0.006561647
0.694375,0.001610125
0.695,-0.00631231
0.695625,-0.021496978
0.69625,-0.027768906
0.696875,-0.022487282
0.6975,-0.032060225
0.698125,-0.049225502
0.69875,-0.046254589
0.699375,-0.038332153
0.7,-0.023477587
0.700625,-0.018526065
0.70125,-0.012254137
0.701875,-0.014234746
0.7025,-0.014234746
0.703125,-0.014564847
0.70375,-0.019186268
0.704375,-0.015555151
0.705,-0.009943426
0.705625,-0.011593934
0.70625,-0.004991904
0.706875,-0.004661803
0.7075,0.00491114
0.708125,0.009532561
0.70875,0.017124894
0.709375,0.023396822
0.71,0.030328953
0.710625,0.026037634
0.71125,0.022406518
0.711875,0.02735804
0.7125,0.015144286
0.713125,0.005241241
0.71375,0.015804489
0.714375,0.024057025
0.715,0.029008548
0.715625,0.02273662
0.71625,0.003590734
0.716875,0.000289719
0.7175,0.012173372
0.718125,0.017454996
0.71875,0.009202459
0.719375,-0.000370484
0.72,-0.006642412
0.720625,0.011513169
0.72125,0.030989156
0.721875,0.042212606
0.7225,0.033629968
0.723125,0.024057025
0.72375,-0.000700585
0.724375,-0.013574543
0.725,-0.021496978
0.725625,-0.013574543
0.72625,-0.011263832
0.726875,-0.006642412
0.7275,-0.002351093
0.728125,0.006561647
0.72875,0.020425909
0.729375,0.02504733
0.73,0.023396822
0.730625,0.018775402
0.73125,0.01382388
0.731875,0.012833575
0.7325,0.005241241
0.733125,0.000289719
0.73375,-0.001360788
0.734375,0.013163677
0.735,0.027027939
0.735625,0.020095808
0.73625,0.014814184
0.736875,0.006891749
0.7375,0.002270328
0.738125,-0.004991904
0.73875,-0.010603629
0.739375,-0.014894949
0.74,-0.026118399
0.740625,-0.020506674
0.74125,0.003920835
0.741875,0.020756011
0.7425,0.011843271
0.743125,-0.00169089
0.74375,-0.006642412
0.744375,-0.010933731
0.745,-0.011263832
0.745625,-0.01522505
0.74625,-0.011924035
0.746875,-0.004991904
0.7475,-0.027768906
0.748125,-0.053846922
0.74875,-0.05780814
0.749375,-0.047244893
0.75,-0.033380631
0.750625,-0.047574994
0.75125,-0.049555603
0.751875,-0.04658469
0.7525,-0.038992356
0.753125,-0.052856618
0.75375,-0.057478039
0.754375,-0.036021443
0.755,-0.031400022
0.755625,-0.036681646
0.75625,-0.033710733
0.756875,-0.039982661
0.7575,-0.040972965
0.758125,-0.03767195
0.75875,-0.028099007
0.759375,-0.033710733
0.76,-0.050545908
0.760625,-0.058798445
0.76125,-0.057478039
0.761875,-0.053186719
0.7625,-0.054507125
0.763125,-0.050876009
0.76375,-0.051536212
